Force,Displacement,Velocity
-54.45,0.01140391,-0.76384
-56.87,0.01140391,-0.7736
-56.87,0.01135508,-0.78825
-56.87,0.01130625,-0.79802
-61.71,0.01125742,-0.8029
-66.54,0.01115977,-0.82731
-71.38,0.01115977,-0.86638
-78.63,0.01111094,-0.90544
-83.47,0.01101328,-0.93962
-88.3,0.01096445,-0.96403
-88.3,0.01091562,-0.97868
-90.72,0.0108668,-0.99333
-93.14,0.01076914,-1.01286
-95.56,0.01072031,-1.03239
-97.98,0.01067148,-1.04704
-100.39,0.01062266,-1.05192
-100.39,0.010525,-1.0568
-105.23,0.01047617,-1.06657
-110.07,0.01042734,-1.09098
-112.48,0.01032969,-1.12516
-114.9,0.01028086,-1.13981
-114.9,0.0101832,-1.1447
-119.74,0.01013437,-1.14958
-119.74,0.01008555,-1.15934
-124.57,0.01003672,-1.17887
-126.99,0.00993906,-1.19352
-129.41,0.00984141,-1.20329
-131.83,0.00979258,-1.20817
-134.25,0.00969492,-1.21794
-136.66,0.00964609,-1.23747
-141.5,0.00954844,-1.26188
-143.92,0.00945078,-1.27165
-143.92,0.00940195,-1.28141
-146.34,0.00935312,-1.28141
-148.75,0.00925547,-1.2863
-151.17,0.00915781,-1.30583
-156.01,0.00910898,-1.32536
-158.43,0.00901133,-1.33512
-158.43,0.0089625,-1.34489
-160.84,0.00886484,-1.36442
-165.68,0.00876719,-1.38884
-170.52,0.00866953,-1.41325
-172.93,0.00857187,-1.4279
-172.93,0.00852305,-1.43278
-175.35,0.00842539,-1.43278
-177.77,0.00832773,-1.44255
-182.61,0.00827891,-1.4572
-185.02,0.00818125,-1.47184
-187.44,0.00808359,-1.47673
-189.86,0.00798594,-1.47673
-192.28,0.00788828,-1.48161
-194.69,0.00779063,-1.49137
-199.53,0.00769297,-1.51091
-201.95,0.00759531,-1.52555
-204.37,0.00754648,-1.52555
-206.78,0.0074,-1.5402
-209.2,0.00735117,-1.55485
-211.62,0.00725352,-1.58415
-214.04,0.00715586,-1.60368
-216.46,0.0070582,-1.60856
-218.87,0.00696055,-1.60368
-218.87,0.00686289,-1.5988
-221.29,0.00676523,-1.5988
